"","ID","fishing.effort.df","Solution","Category","geometry"
"4189",953,555.154053082028,"Outside","Escenario II: Ecológico con AMP",c(-111.829103878001, 28.276945722118)
"4190",954,12.0047988154797,"Outside","Escenario II: Ecológico con AMP",c(-111.829103877998, 27.2769458310466)
"4191",955,34.997609620751,"Outside","Escenario II: Ecológico con AMP",c(-111.829103877998, 27.176945841013)
"4192",956,62.9962289363543,"Outside","Escenario II: Ecológico con AMP",c(-111.829103877998, 27.0769458508152)
"4193",957,75.9989861001037,"Outside","Escenario II: Ecológico con AMP",c(-111.829103877998, 26.9769458604585)
"4194",958,18.0045290436152,"Outside","Escenario II: Ecológico con AMP",c(-111.829103877998, 26.8769458699246)
"4195",959,2.00125088164372,"Outside","Escenario II: Ecológico con AMP",c(-111.829103878, 26.7769458792383)
"4196",960,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.829103878, 26.6769458883884)
"4197",961,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.829103877998, 26.576945897373)
"4198",962,1.05890326837927,"Outside","Escenario II: Ecológico con AMP",c(-111.829103878, 24.6769460380414)
"4199",963,1.00589776459909,"Outside","Escenario II: Ecológico con AMP",c(-111.829103878, 24.5769460439111)
"4200",964,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.829103878, 24.4769460496311)
"4201",965,4.00015511993752,"Inside","Escenario II: Ecológico con AMP",c(-111.829103877998, 24.3769460551943)
"4202",966,54.9950477696025,"Inside","Escenario II: Ecológico con AMP",c(-111.829103877999, 24.276946060614)
"4203",967,33.000558828368,"Outside","Escenario II: Ecológico con AMP",c(-111.829103878, 24.1769460658828)
"4204",968,82.0725925440728,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878001, 28.5769456861086)
"4205",969,2319.8634800219,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878001, 28.4769456982871)
"4206",970,6940.60090864079,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878003, 28.3769457102925)
"4207",971,1678.2575998216,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878001, 28.276945722117)
"4208",972,18.0010096553918,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878002, 27.1769458410124)
"4209",973,34.0001884625574,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878001, 27.0769458508153)
"4210",974,41.0009470545284,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878001, 26.9769458604579)
"4211",975,158.987605905233,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878002, 26.8769458699263)
"4212",976,137.995960546569,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878002, 26.7769458792386)
"4213",977,137.994725919399,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878, 26.6769458883864)
"4214",978,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878002, 26.5769458973738)
"4215",979,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878, 24.5769460439114)
"4216",980,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.729103878, 24.4769460496299)
"4217",981,268.989723298566,"Inside","Escenario II: Ecológico con AMP",c(-111.729103878001, 24.3769460551955)
"4218",982,1975.82205280796,"Inside","Escenario II: Ecológico con AMP",c(-111.729103878001, 24.2769460606138)
"4219",983,45.1166623501712,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878001, 24.176946065883)
"4220",984,3.00251101819485,"Outside","Escenario II: Ecológico con AMP",c(-111.729103878003, 24.0769460710098)
"4221",985,1258.0411794086,"Outside","Escenario II: Ecológico con AMP",c(-111.629103877999, 28.476945698287)
"4222",986,6745.6941832391,"Outside","Escenario II: Ecológico con AMP",c(-111.629103877998, 28.3769457102911)
"4223",987,3005.16260673451,"Outside","Escenario II: Ecológico con AMP",c(-111.629103877998, 28.2769457221169)
"4224",988,244.15586359005,"Outside","Escenario II: Ecológico con AMP",c(-111.629103877998, 28.1769457337754)
"4225",989,17.002472906025,"Outside","Escenario II: Ecológico con AMP",c(-111.629103877999, 27.0769458508157)
"4226",990,32.9993725871709,"Inside","Escenario II: Ecológico con AMP",c(-111.629103877999, 26.9769458604576)
"4227",991,113.996990374294,"Inside","Escenario II: Ecológico con AMP",c(-111.629103877999, 26.8769458699271)
"4228",992,333.979465349138,"Outside","Escenario II: Ecológico con AMP",c(-111.629103877999, 26.7769458792376)
"4229",993,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.629103877999, 24.5769460439118)
"4230",994,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.629103878, 24.4769460496301)
"4231",995,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.629103878, 24.3769460551958)
"4232",996,133.071467521501,"Inside","Escenario II: Ecológico con AMP",c(-111.629103878, 24.2769460606144)
"4233",997,5.00931976958679,"Outside","Escenario II: Ecológico con AMP",c(-111.629103877999, 24.1769460658817)
"4234",998,7985.95190064373,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878, 28.376945710292)
"4235",999,10577.5580155348,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878004, 28.2769457221183)
"4236",1000,543.563772868521,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878004, 28.1769457337745)
"4237",1001,279.005705051352,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878002, 28.0769457452651)
"4238",1002,84.0087429943895,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878002, 27.9769457565731)
"4239",1003,55.0005532584338,"Inside","Escenario II: Ecológico con AMP",c(-111.529103878003, 26.9769458604579)
"4240",1004,55.0022878363451,"Inside","Escenario II: Ecológico con AMP",c(-111.529103878001, 26.8769458699257)
"4241",1005,48.011502110313,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878, 26.7769458792383)
"4242",1006,45.9991101996786,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878002, 26.6769458883873)
"4243",1007,299.974162845723,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878003, 26.5769458973732)
"4244",1008,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878003, 24.4769460496304)
"4245",1009,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878001, 24.3769460551937)
"4246",1010,15.0045760394983,"Inside","Escenario II: Ecológico con AMP",c(-111.529103878, 24.2769460606154)
"4247",1011,4.00070630227427,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878002, 24.1769460658821)
"4248",1012,21.9984031105172,"Outside","Escenario II: Ecológico con AMP",c(-111.529103878005, 24.0769460710103)
"4249",1013,1047.26909453939,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878002, 28.3769457102924)
"4250",1014,19347.6126329991,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878001, 28.2769457221199)
"4251",1015,1042.03040843527,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878001, 28.1769457337736)
"4252",1016,840.98969631159,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878, 28.0769457452649)
"4253",1017,370.016021760263,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878001, 27.9769457565729)
"4254",1018,43.0185108157074,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878001, 27.8769457677234)
"4255",1019,102.997903771646,"Inside","Escenario II: Ecológico con AMP",c(-111.429103878001, 26.8769458699249)
"4256",1020,16.0063557148499,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878, 26.7769458792382)
"4257",1021,60.996768632509,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878, 26.6769458883884)
"4258",1022,275.988251278848,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878002, 26.5769458973732)
"4259",1023,644.964827890428,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878002, 26.4769459061917)
"4260",1024,462.014372139379,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878001, 26.3769459148572)
"4261",1025,1.03624441124773,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878, 26.2769459233579)
"4262",1026,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878002, 26.1769459317006)
"4263",1027,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878003, 24.3769460551927)
"4264",1028,316.988288432057,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878003, 24.2769460606153)
"4265",1029,1.01928381210681,"Outside","Escenario II: Ecológico con AMP",c(-111.429103878, 24.1769460658828)
"4266",1030,4.00051587425984,"Outside","Escenario II: Ecológico con AMP",c(-111.429103877999, 24.0769460710105)
"4267",1031,38.7488400881296,"Outside","Escenario II: Ecológico con AMP",c(-111.329103878001, 28.2769457221189)
"4268",1032,2943.75962534657,"Outside","Escenario II: Ecológico con AMP",c(-111.329103878, 28.1769457337741)
"4269",1033,883.116776966169,"Outside","Escenario II: Ecológico con AMP",c(-111.329103877999, 28.0769457452631)
"4270",1034,810.987043647626,"Outside","Escenario II: Ecológico con AMP",c(-111.329103877999, 27.9769457565752)
"4271",1035,147.034263802558,"Outside","Escenario II: Ecológico con AMP",c(-111.329103878001, 27.8769457677224)
"4272",1036,38.0060271025435,"Outside","Escenario II: Ecológico con AMP",c(-111.329103877999, 27.7769457786971)
"4273",1037,89.0015994563373,"Inside","Escenario II: Ecológico con AMP",c(-111.329103878001, 26.8769458699241)
"4274",1038,18.0040967351263,"Outside","Escenario II: Ecológico con AMP",c(-111.329103878, 26.7769458792375)
"4275",1039,35.0000071896622,"Outside","Escenario II: Ecológico con AMP",c(-111.329103877999, 26.6769458883885)
"4276",1040,15.0113005141282,"Outside","Escenario II: Ecológico con AMP",c(-111.329103877999, 26.5769458973744)
"4277",1041,51.0209083200575,"Outside","Escenario II: Ecológico con AMP",c(-111.329103877999, 26.4769459061906)
"4278",1042,120.009182089167,"Outside","Escenario II: Ecológico con AMP",c(-111.329103878, 26.3769459148554)
"4279",1043,49.0023450407814,"Outside","Escenario II: Ecológico con AMP",c(-111.329103878001, 26.2769459233595)
"4280",1044,16.0013756851968,"Outside","Escenario II: Ecológico con AMP",c(-111.329103878001, 26.1769459317006)
"4281",1045,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.329103878, 26.0769459398784)
"4282",1046,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.329103878001, 25.9769459479086)
"4283",1047,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.329103878001, 25.8769459557736)
"4284",1048,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.329103878, 25.7769459634752)
"4285",1049,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.329103877999, 24.2769460606136)
"4286",1050,158.993873504553,"Outside","Escenario II: Ecológico con AMP",c(-111.329103877999, 24.1769460658828)
"4287",1051,5.99992243291707,"Outside","Escenario II: Ecológico con AMP",c(-111.329103878001, 24.0769460710111)
"4288",1052,9.00113615599968,"Outside","Escenario II: Ecológico con AMP",c(-111.329103878001, 23.9769460759843)
"4289",1053,1268.98503550892,"Outside","Escenario II: Ecológico con AMP",c(-111.229103878001, 28.0769457452644)
"4290",1054,1522.95776766419,"Outside","Escenario II: Ecológico con AMP",c(-111.229103878001, 27.9769457565745)
"4291",1055,368.058045720764,"Outside","Escenario II: Ecológico con AMP",c(-111.229103877999, 27.8769457677226)
"4292",1056,218.001687560079,"Outside","Escenario II: Ecológico con AMP",c(-111.229103877996, 27.776945778697)
"4293",1057,26.0043529291889,"Outside","Escenario II: Ecológico con AMP",c(-111.229103877999, 26.6769458883873)
"4294",1058,9.00123524035804,"Outside","Escenario II: Ecológico con AMP",c(-111.229103878, 26.5769458973734)
"4295",1059,3.00221571528904,"Outside","Escenario II: Ecológico con AMP",c(-111.229103878, 26.4769459061912)
"4296",1060,34.0015013860805,"Outside","Escenario II: Ecológico con AMP",c(-111.229103877999, 26.3769459148588)
"4297",1061,43.9996017503867,"Inside","Escenario II: Ecológico con AMP",c(-111.229103878, 26.2769459233568)
"4298",1062,5.00273992916617,"Inside","Escenario II: Ecológico con AMP",c(-111.229103878, 26.1769459317)
"4299",1063,5.0004265797547,"Inside","Escenario II: Ecológico con AMP",c(-111.229103877998, 26.0769459398802)
"4300",1064,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.229103877996, 25.9769459479085)
"4301",1065,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.229103877999, 25.8769459557719)
"4302",1066,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.229103878, 25.776945963477)
"4303",1067,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.229103878, 25.6769459710283)
"4304",1068,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.229103878, 25.5769459784227)
"4305",1069,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.229103878001, 24.2769460606148)
"4306",1070,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.229103877999, 24.1769460658828)
"4307",1071,2.00015511991535,"Outside","Escenario II: Ecológico con AMP",c(-111.229103877998, 24.0769460710083)
"4308",1072,25.9978825529955,"Outside","Escenario II: Ecológico con AMP",c(-111.229103877998, 23.9769460759869)
"4309",1073,1396.00492449026,"Outside","Escenario II: Ecológico con AMP",c(-111.129103877998, 27.9769457565754)
"4310",1074,42.0126448594792,"Outside","Escenario II: Ecológico con AMP",c(-111.129103877999, 27.876945767721)
"4311",1075,467.965689040257,"Outside","Escenario II: Ecológico con AMP",c(-111.129103878, 27.7769457786975)
"4312",1076,4.00264198601019,"Outside","Escenario II: Ecológico con AMP",c(-111.129103877999, 26.3769459148587)
"4313",1077,4.00155117643851,"Inside","Escenario II: Ecológico con AMP",c(-111.129103877999, 26.2769459233568)
"4314",1078,1.00015520967757,"Inside","Escenario II: Ecológico con AMP",c(-111.129103877999, 26.1769459317003)
"4315",1079,51.9951481191814,"Inside","Escenario II: Ecológico con AMP",c(-111.129103878, 26.076945939879)
"4316",1080,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.129103878, 25.9769459479089)
"4317",1081,3,"Inside","Escenario II: Ecológico con AMP",c(-111.129103877998, 25.8769459557719)
"4318",1082,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.129103877996, 25.7769459634764)
"4319",1083,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.129103877996, 25.676945971029)
"4320",1084,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.129103877997, 25.5769459784225)
"4321",1085,58,"Outside","Escenario II: Ecológico con AMP",c(-111.129103877998, 24.1769460658818)
"4322",1086,176.985989278235,"Outside","Escenario II: Ecológico con AMP",c(-111.129103878, 24.0769460710104)
"4323",1087,33.0084775623014,"Outside","Escenario II: Ecológico con AMP",c(-111.129103878, 23.9769460759848)
"4324",1088,57.9971613392722,"Outside","Escenario II: Ecológico con AMP",c(-111.129103877998, 23.8769460808201)
"4325",1089,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.029103878003, 27.9769457565752)
"4326",1090,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.029103878002, 27.876945767721)
"4327",1091,577.995733243356,"Outside","Escenario II: Ecológico con AMP",c(-111.029103878002, 27.7769457786981)
"4328",1092,184.017808062158,"Outside","Escenario II: Ecológico con AMP",c(-111.029103878002, 27.6769457895032)
"4329",1093,15.0033049907727,"Outside","Escenario II: Ecológico con AMP",c(-111.029103878, 26.2769459233579)
"4330",1094,4.00053612177428,"Outside","Escenario II: Ecológico con AMP",c(-111.029103878002, 26.1769459317012)
"4331",1095,8.00146861782477,"Inside","Escenario II: Ecológico con AMP",c(-111.029103878003, 26.0769459398797)
"4332",1096,8.00170632072581,"Inside","Escenario II: Ecológico con AMP",c(-111.029103878002, 25.9769459479075)
"4333",1097,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.029103878003, 25.8769459557728)
"4334",1098,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.029103878005, 25.7769459634753)
"4335",1099,NA,"Inside","Escenario II: Ecológico con AMP",c(-111.029103878004, 25.6769459710298)
"4336",1100,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.029103878005, 25.576945978423)
"4337",1101,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.029103878005, 25.4769459856643)
"4338",1102,9,"Outside","Escenario II: Ecológico con AMP",c(-111.029103878003, 25.3769459927429)
"4339",1103,NA,"Outside","Escenario II: Ecológico con AMP",c(-111.029103878002, 24.1769460658814)
